# Created At: Wed Oct 15 2025 13:28:25 GMT+0800 (中国标准时间)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?cellTypes=CD14-positive%2C+CD16-positive+monocyte&genes=TYROBP%2CFCER1G%2CCTSS%2CAIF1%2CFCN1%2CLST1%2CPSAP%2CLYZ%2CCOTL1%2CCD68%2CSERPINA1%2CS100A9%2CSPI1%2CTYMP%2CS100A4%2CFTL%2CC1orf162%2CSAT1%2CNPC2%2CCST3%2CITGB2%2CHLA-DPA1%2COAZ1%2CSH3BGRL3%2CHLA-DRA%2CS100A8%2CCFD%2CEMP3%2CSTXBP2%2CCFP%2CCYBB%2CLILRB2%2CTNFRSF1B%2CFGL2%2CMS4A7%2CHLA-DRB5%2CFTH1%2CHLA-DRB1%2CFCGR3A%2CCARD16%2CHLA-DPB1%2CRHOG%2CSRGN%2CLAPTM5%2CARRB2%2CARPC3%2CMS4A6A%2CASAH1%2CHCK%2CC5AR1%2CVSIR%2CTNFSF13B%2CCLEC7A%2CMNDA%2CCD74%2CCSTA%2CCYBA%2CPILRA%2CDUSP1%2CMAFB%2CARPC1B%2CNCF2%2CSLC11A1%2CS100A11%2CPLAUR%2CAP1S2%2CLILRA5%2CRHOA%2CCTSB%2CTKT%2CACTB%2CGRN%2CTIMP1%2CSLC7A7%2CPFDN5%2CAPOBEC3A%2CFPR1%2CWARS1%2CHLA-DQB1%2CLAMTOR4%2CCSF1R%2CIGSF6%2CLRRC25%2CIFI30%2CCD14%2CLCP1%2CLSP1%2CHMOX1%2CZYX%2CNAMPT%2CMPEG1%2CVASP%2CIFITM2%2CPTPN6%2CLTA4H%2CCPVL%2CTMSB10%2CFCGR2A%2CARPC5%2CTBXAS1&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: No selection
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
abdomen,aggregated,243313,31.45%,TYROBP,2.8209373039830643,0.24614909175953617,76524
abdomen,aggregated,243313,28.74%,FCER1G,2.622398700825123,0.21205625498358152,69929
abdomen,aggregated,243313,31.90%,CTSS,2.351701284668994,0.1655723839484769,77627
abdomen,aggregated,243313,23.23%,AIF1,2.642805213272238,0.21556043949460346,56524
abdomen,aggregated,243313,10.07%,FCN1,2.5713431366548334,0.20328904806222906,24507
abdomen,aggregated,243313,15.91%,LST1,2.0396958205283817,0.11199513905525182,38722
abdomen,aggregated,243313,40.57%,PSAP,2.473271447673653,0.1864482824297756,98717
abdomen,aggregated,243313,19.21%,LYZ,2.9259644756269796,0.26418424544220653,46732
abdomen,aggregated,243313,35.21%,COTL1,2.1746465244059014,0.13516872971679383,85676
abdomen,aggregated,243313,18.65%,CD68,2.1699781385686894,0.13436707948946433,45371
abdomen,aggregated,243313,13.04%,SERPINA1,2.089463661141921,0.1205412194635004,31736
abdomen,aggregated,243313,19.30%,S100A9,3.284269214392165,0.3257119522985641,46970
abdomen,aggregated,243313,11.27%,SPI1,1.7783018330477267,0.06710884285065682,27427
abdomen,aggregated,243313,33.46%,TYMP,2.3041001950006144,0.15739837569714135,81410
abdomen,aggregated,243313,57.85%,S100A4,2.7169812158542737,0.22829786339352331,140757
abdomen,aggregated,243313,93.72%,FTL,3.5171249397009166,0.36569768861898333,228030
abdomen,aggregated,243313,18.93%,C1orf162,1.9418021502779104,0.09518494260900495,46058
abdomen,aggregated,243313,53.98%,SAT1,2.5618744432092466,0.20166309414199757,131333
abdomen,aggregated,243313,37.50%,NPC2,2.26946819003781,0.1514514048126849,91245
abdomen,aggregated,243313,50.91%,CST3,2.7429319831421215,0.23275410142120578,123859
abdomen,aggregated,243313,34.75%,ITGB2,2.0845018345179107,0.11968917989783268,84559
abdomen,aggregated,243313,39.45%,HLA-DPA1,2.6552074978124542,0.21769014654276964,95998
abdomen,aggregated,243313,79.22%,OAZ1,2.324635898719598,0.16092474479531477,192752
abdomen,aggregated,243313,69.53%,SH3BGRL3,2.544151481210029,0.19861972604624695,169186
abdomen,aggregated,243313,44.26%,HLA-DRA,3.162400357020158,0.3047847623396892,107697
abdomen,aggregated,243313,13.92%,S100A8,3.1261235198145525,0.29855534262016636,33864
abdomen,aggregated,243313,10.19%,CFD,2.140823259602195,0.129360634828238,24786
abdomen,aggregated,243313,44.06%,EMP3,2.187589048363026,0.13739120610033176,107210
abdomen,aggregated,243313,7.31%,STXBP2,1.8282401479865678,0.07568419692787737,17793
abdomen,aggregated,243313,2.70%,CFP,1.8367608063412408,0.07714735527536735,6576
abdomen,aggregated,243313,19.06%,CYBB,2.25178663365536,0.14841514684519952,46373
abdomen,aggregated,243313,5.28%,LILRB2,1.9058731717753228,0.08901525681424265,12854
abdomen,aggregated,243313,16.97%,TNFRSF1B,1.9446565087647087,0.09567508999819084,41302
abdomen,aggregated,243313,12.86%,FGL2,2.020222100424893,0.10865113264869564,31302
abdomen,aggregated,243313,13.97%,MS4A7,2.087336849789638,0.12017600569079669,33989
abdomen,aggregated,243313,12.83%,HLA-DRB5,2.3434436372665237,0.1641543895606457,31213
abdomen,aggregated,243313,95.91%,FTH1,3.692942957420549,0.39588897074268636,233352
abdomen,aggregated,243313,45.17%,HLA-DRB1,2.772392065875074,0.23781295534706756,109905
abdomen,aggregated,243313,21.00%,FCGR3A,2.4676693396457234,0.18548629442563153,51090
abdomen,aggregated,243313,10.91%,CARD16,1.77268664894719,0.0661446094372977,26548
abdomen,aggregated,243313,39.14%,HLA-DPB1,2.5517565408808336,0.19992565876615168,95228
abdomen,aggregated,243313,11.73%,RHOG,1.7131819267236847,0.055926522123816276,28529
abdomen,aggregated,243313,51.78%,SRGN,2.817835529187666,0.24561645830622658,125995
abdomen,aggregated,243313,41.81%,LAPTM5,2.2938139911819353,0.15563203976923393,101723
abdomen,aggregated,243313,9.98%,ARRB2,1.7161517345803634,0.05643649435542882,24271
abdomen,aggregated,243313,72.07%,ARPC3,2.1371996381543306,0.12873839042541216,175351
abdomen,aggregated,243313,17.34%,MS4A6A,2.2155241684638356,0.14218819507257685,42196
abdomen,aggregated,243313,18.40%,ASAH1,1.8981271215301816,0.08768511334357534,44779
abdomen,aggregated,243313,3.59%,HCK,1.7419676058352402,0.06086956818047941,8740
abdomen,aggregated,243313,9.16%,C5AR1,1.9600441470924754,0.0983174388086065,22287
abdomen,aggregated,243313,8.68%,VSIR,1.739998719990056,0.06053147320709554,21118
abdomen,aggregated,243313,11.90%,TNFSF13B,1.8630628194833005,0.08166390886579382,28953
abdomen,aggregated,243313,8.03%,CLEC7A,1.7828269357501152,0.06788588865118678,19537
abdomen,aggregated,243313,11.30%,MNDA,1.994736771807137,0.10427481925207364,27491
abdomen,aggregated,243313,55.15%,CD74,2.9406930907031508,0.2667134274840904,134196
abdomen,aggregated,243313,2.27%,CSTA,1.703426856247734,0.05425139184595312,5516
abdomen,aggregated,243313,77.48%,CYBA,2.4426814227361944,0.18119539603601215,188510
abdomen,aggregated,243313,3.29%,PILRA,1.691237166224235,0.05215819130101914,8005
abdomen,aggregated,243313,37.97%,DUSP1,2.3565119333066313,0.16639846339187345,92378
abdomen,aggregated,243313,17.58%,MAFB,2.241822858236339,0.14670417797753443,42786
abdomen,aggregated,243313,29.77%,ARPC1B,1.8189116446251328,0.0740823162990893,72439
abdomen,aggregated,243313,5.17%,NCF2,1.7623507574779533,0.06436974119913275,12587
abdomen,aggregated,243313,11.57%,SLC11A1,2.026178869280233,0.10967402263113217,28148
abdomen,aggregated,243313,76.67%,S100A11,2.639887636685249,0.21505943636080765,186560
abdomen,aggregated,243313,11.65%,PLAUR,2.030984118762123,0.1104991749372733,28355
abdomen,aggregated,243313,14.40%,AP1S2,1.8861886487199977,0.08563505155006115,35039
abdomen,aggregated,243313,1.95%,LILRA5,1.8442823900426406,0.0784389535910083,4749
abdomen,aggregated,243313,50.04%,RHOA,1.9618352156057495,0.09862499917977031,121750
abdomen,aggregated,243313,36.37%,CTSB,2.465342751731697,0.18508677523522646,88497
abdomen,aggregated,243313,15.44%,TKT,1.7430701837579532,0.06105890168315304,37563
abdomen,aggregated,243313,94.97%,ACTB,3.2988952625360817,0.3282235216564442,231073
abdomen,aggregated,243313,29.12%,GRN,2.1622368527822076,0.1330377541665467,70861
abdomen,aggregated,243313,38.18%,TIMP1,2.857306255584382,0.2523943292646572,92893
abdomen,aggregated,243313,3.46%,SLC7A7,1.666158711930064,0.04785174592845731,8422
abdomen,aggregated,243313,83.49%,PFDN5,2.21715479601079,0.14246820469245147,203148
abdomen,aggregated,243313,3.46%,APOBEC3A,2.1893874015309156,0.13770001738460177,8410
abdomen,aggregated,243313,5.13%,FPR1,1.8543511823175125,0.08016795584093911,12494
abdomen,aggregated,243313,6.77%,WARS1,1.8452651594171017,0.07860771369780352,16478
abdomen,aggregated,243313,23.05%,HLA-DQB1,2.3114690486165586,0.15866374736571523,56092
abdomen,aggregated,243313,28.97%,LAMTOR4,1.7470969254940347,0.06175036947109724,70491
abdomen,aggregated,243313,11.01%,CSF1R,1.858244926629826,0.08083658545339488,26782
abdomen,aggregated,243313,5.74%,IGSF6,1.8657998416022337,0.0821339073792755,13968
abdomen,aggregated,243313,2.35%,LRRC25,1.6836620016093011,0.05085739212816269,5709
abdomen,aggregated,243313,3.85%,IFI30,1.8614338966700492,0.08138419198096902,9362
abdomen,aggregated,243313,19.45%,CD14,2.823016166525782,0.24650607181389939,47320
abdomen,aggregated,243313,36.98%,LCP1,2.052110598457315,0.11412699145477809,89973
abdomen,aggregated,243313,24.92%,LSP1,1.9131413969230262,0.09026334866978178,60644
abdomen,aggregated,243313,7.03%,HMOX1,1.9308861044965815,0.09331045089232035,17113
abdomen,aggregated,243313,8.41%,ZYX,1.699531960019056,0.05358256442765017,20466
abdomen,aggregated,243313,22.30%,NAMPT,2.108295309016197,0.12377496991297447,54269
abdomen,aggregated,243313,5.81%,MPEG1,1.8979889380530974,0.0876613846245533,14125
abdomen,aggregated,243313,12.61%,VASP,1.7648208507221805,0.0647939029714901,30671
abdomen,aggregated,243313,41.21%,IFITM2,2.060335761627385,0.11553940768493412,100259
abdomen,aggregated,243313,8.81%,PTPN6,1.7532641416970036,0.06280939724718457,21426
abdomen,aggregated,243313,8.02%,LTA4H,1.8335143320566685,0.07658987418040261,19517
abdomen,aggregated,243313,10.88%,CPVL,1.9715162012980878,0.10028740769775853,26462
abdomen,aggregated,243313,97.13%,TMSB10,3.579321918793582,0.37637808740509154,236336
abdomen,aggregated,243313,13.66%,FCGR2A,1.9464137625616802,0.09597684374240559,33236
abdomen,aggregated,243313,46.85%,ARPC5,1.8859559371847172,0.0855950905738983,113985
abdomen,aggregated,243313,2.79%,TBXAS1,1.6735776579983805,0.04912571941942376,6792
adipose tissue,aggregated,448895,6.83%,TYROBP,2.1300562934084386,0.12751174289902492,30668
adipose tissue,aggregated,448895,5.42%,FCER1G,2.0733633503942666,0.11777649130670327,24349
adipose tissue,aggregated,448895,12.56%,CTSS,2.0770960839098813,0.11841747231720606,56370
adipose tissue,aggregated,448895,3.80%,AIF1,1.9992113788531412,0.10504319399244894,17064
adipose tissue,aggregated,448895,1.70%,FCN1,2.0918393008022704,0.12094916176736735,7619
adipose tissue,aggregated,448895,2.14%,LST1,1.9288952751040582,0.0929685877964363,9610
adipose tissue,aggregated,448895,29.26%,PSAP,2.055080846244623,0.11463703923080819,131345
adipose tissue,aggregated,448895,5.55%,LYZ,2.230972286979104,0.14484092947616117,24933
adipose tissue,aggregated,448895,6.00%,COTL1,1.8963465491480753,0.0873793553568395,26939
adipose tissue,aggregated,448895,1.33%,CD68,2.0165749126276578,0.10802484145753886,5973
adipose tissue,aggregated,448895,1.12%,SERPINA1,2.0622064869874603,0.11586064664470938,5024
adipose tissue,aggregated,448895,4.99%,S100A9,2.885949952839666,0.25731299434868316,22397
adipose tissue,aggregated,448895,3.70%,SPI1,1.8205376075252646,0.07436152491079619,16624
adipose tissue,aggregated,448895,5.45%,TYMP,1.841049394543225,0.07788378705862722,24465
adipose tissue,aggregated,448895,22.96%,S100A4,2.335637223278555,0.16281388049256476,103082
adipose tissue,aggregated,448895,48.82%,FTL,2.705821719328989,0.22638156657523806,219132
adipose tissue,aggregated,448895,2.68%,C1orf162,1.8143209879753683,0.07329401364476688,12017
adipose tissue,aggregated,448895,48.49%,SAT1,2.3530982378318277,0.16581226725281473,217658
adipose tissue,aggregated,448895,9.91%,NPC2,1.9859173819742488,0.10276036305436899,44503
adipose tissue,aggregated,448895,32.52%,CST3,2.3612573044330114,0.16721333345079242,145973
adipose tissue,aggregated,448895,5.30%,ITGB2,1.929546007309634,0.09308033083540541,23770
adipose tissue,aggregated,448895,8.31%,HLA-DPA1,2.055432514536052,0.11469742733401969,37321
adipose tissue,aggregated,448895,21.81%,OAZ1,1.9869861369348016,0.1029438885141237,97886
adipose tissue,aggregated,448895,12.62%,SH3BGRL3,2.0165091034096125,0.10801354076893986,56634
adipose tissue,aggregated,448895,14.96%,HLA-DRA,2.3677274284097507,0.1683243762261044,67153
adipose tissue,aggregated,448895,3.31%,S100A8,3.251223746041905,0.32003741978584094,14843
adipose tissue,aggregated,448895,49.78%,CFD,2.7067771569605865,0.22654563330435545,223451
adipose tissue,aggregated,448895,10.60%,EMP3,1.8808385634496962,0.08471634062454546,47581
adipose tissue,aggregated,448895,1.22%,STXBP2,1.8387308730422238,0.07748565302404711,5459
adipose tissue,aggregated,448895,0.44%,CFP,1.926902144132014,0.09262632947577637,1996
adipose tissue,aggregated,448895,6.48%,CYBB,1.9563520947129753,0.09768344351932547,29109
adipose tissue,aggregated,448895,1.07%,LILRB2,1.8742775306130408,0.08358968707695387,4808
adipose tissue,aggregated,448895,8.84%,TNFRSF1B,1.9050416987042125,0.08887247714698361,39667
adipose tissue,aggregated,448895,5.64%,FGL2,1.950306535223639,0.09664530650410076,25331
adipose tissue,aggregated,448895,7.70%,MS4A7,2.0198687266649302,0.10859045168425001,34551
adipose tissue,aggregated,448895,3.98%,HLA-DRB5,1.918876885353705,0.0912482406141557,17868
adipose tissue,aggregated,448895,40.43%,FTH1,2.7296747071593077,0.2304775761561605,181498
adipose tissue,aggregated,448895,13.06%,HLA-DRB1,2.1502293834769257,0.13097584436862394,58615
adipose tissue,aggregated,448895,2.35%,FCGR3A,1.9227961349776954,0.09192124997147767,10536
adipose tissue,aggregated,448895,0.98%,CARD16,1.7989641707166741,0.07065695739539697,4411
adipose tissue,aggregated,448895,9.23%,HLA-DPB1,2.069676272229327,0.11714335018423111,41443
adipose tissue,aggregated,448895,1.88%,RHOG,1.7814421958111701,0.06764810258860407,8460
adipose tissue,aggregated,448895,20.50%,SRGN,2.5416811548533613,0.19819552424407041,92029
adipose tissue,aggregated,448895,11.15%,LAPTM5,2.0198763416413494,0.10859175931986335,50032
adipose tissue,aggregated,448895,4.18%,ARRB2,1.820345630300848,0.07432855878696622,18747
adipose tissue,aggregated,448895,12.18%,ARPC3,1.8365735723170353,0.07711520364880904,54669
adipose tissue,aggregated,448895,10.97%,MS4A6A,2.1686438171497047,0.13413795124125197,49237
adipose tissue,aggregated,448895,12.15%,ASAH1,1.8603311037134111,0.08119482155289955,54559
adipose tissue,aggregated,448895,5.34%,HCK,1.9906250977010296,0.10356876696830733,23989
adipose tissue,aggregated,448895,5.37%,C5AR1,2.085960190025724,0.11993960714723587,24102
adipose tissue,aggregated,448895,7.22%,VSIR,1.8299137185110386,0.07597158066996224,32432
adipose tissue,aggregated,448895,4.84%,TNFSF13B,1.8373940799760853,0.07725610034722671,21744
adipose tissue,aggregated,448895,2.31%,CLEC7A,1.8960237323113207,0.08732392159459403,10388
adipose tissue,aggregated,448895,2.82%,MNDA,2.1265091839250494,0.12690263704897808,12675
adipose tissue,aggregated,448895,20.44%,CD74,2.388442687951689,0.17188157845832222,91739
adipose tissue,aggregated,448895,0.78%,CSTA,1.8404632550890814,0.07778313581791026,3494
adipose tissue,aggregated,448895,14.77%,CYBA,1.958147582409293,0.09799176274787921,66285
adipose tissue,aggregated,448895,3.46%,PILRA,1.8623773420404814,0.08154619941181403,15538
adipose tissue,aggregated,448895,26.72%,DUSP1,2.2073115960151726,0.14077794090764634,119955
adipose tissue,aggregated,448895,7.40%,MAFB,2.0210221716563863,0.10878852002561168,33235
adipose tissue,aggregated,448895,6.65%,ARPC1B,1.8249672232089003,0.07512217378250333,29842
adipose tissue,aggregated,448895,3.55%,NCF2,1.8946040197364287,0.08708013006833824,15916
adipose tissue,aggregated,448895,2.66%,SLC11A1,2.032039873933768,0.11068046808716839,11958
adipose tissue,aggregated,448895,17.61%,S100A11,2.0801083989194113,0.1189347438316831,79031
adipose tissue,aggregated,448895,5.83%,PLAUR,2.3177091790681237,0.15973529589865534,26173
adipose tissue,aggregated,448895,5.01%,AP1S2,1.820303990786432,0.07432140849404667,22494
adipose tissue,aggregated,448895,0.34%,LILRA5,1.8227920631181096,0.07474865761608855,1542
adipose tissue,aggregated,448895,22.46%,RHOA,1.884311965727206,0.08531278955196218,100838
adipose tissue,aggregated,448895,16.93%,CTSB,2.1499801374504877,0.13093304410730827,75991
adipose tissue,aggregated,448895,6.13%,TKT,1.7988237952901842,0.07063285227716529,27517
adipose tissue,aggregated,448895,35.67%,ACTB,2.344796838407494,0.1643867598145426,160125
adipose tissue,aggregated,448895,8.35%,GRN,1.9192682617630574,0.09131544735294492,37469
adipose tissue,aggregated,448895,24.73%,TIMP1,2.1407988410223147,0.12935644169579463,111003
adipose tissue,aggregated,448895,2.03%,SLC7A7,1.8016744187239981,0.07112235828704395,9134
adipose tissue,aggregated,448895,8.52%,PFDN5,1.9384680107175534,0.09461240772656157,38255
adipose tissue,aggregated,448895,0.36%,APOBEC3A,1.8973692521628647,0.0875549728256788,1611
adipose tissue,aggregated,448895,3.13%,FPR1,2.0466284607272534,0.1131856046219836,14046
adipose tissue,aggregated,448895,4.02%,WARS1,1.9090861482743338,0.08956698570526651,18051
adipose tissue,aggregated,448895,5.27%,HLA-DQB1,2.062891846941579,0.1159783359236551,23656
adipose tissue,aggregated,448895,5.68%,LAMTOR4,1.7814191375455937,0.06764414304787933,25497
adipose tissue,aggregated,448895,6.86%,CSF1R,1.9585068598798505,0.09805345749119947,30795
adipose tissue,aggregated,448895,2.35%,IGSF6,1.8585406158236242,0.08088736088578047,10557
adipose tissue,aggregated,448895,0.45%,LRRC25,1.7768538928671176,0.06686020411011133,2014
adipose tissue,aggregated,448895,1.04%,IFI30,1.836318848390823,0.07707146272839782,4653
adipose tissue,aggregated,448895,6.58%,CD14,1.9698629930536753,0.10000352054464615,29548
adipose tissue,aggregated,448895,9.84%,LCP1,2.032123831590621,0.11069488520628604,44184
adipose tissue,aggregated,448895,7.20%,LSP1,1.8804702730458596,0.0846530981899537,32316
adipose tissue,aggregated,448895,3.36%,HMOX1,2.1482690444276606,0.1306392170419022,15061
adipose tissue,aggregated,448895,3.65%,ZYX,1.8064541876334248,0.07194313509651024,16395
adipose tissue,aggregated,448895,24.28%,NAMPT,2.429803558811925,0.1789840230042204,108983
adipose tissue,aggregated,448895,2.44%,MPEG1,1.8086069323467713,0.07231280211826335,10964
adipose tissue,aggregated,448895,3.92%,VASP,1.81664170402552,0.07369252452498205,17594
adipose tissue,aggregated,448895,15.61%,IFITM2,2.0448676161090105,0.11288323426577727,70085
adipose tissue,aggregated,448895,1.82%,PTPN6,1.7596882983646434,0.06391254656529864,8171
adipose tissue,aggregated,448895,4.69%,LTA4H,1.8400009577235579,0.07770375060831346,21046
adipose tissue,aggregated,448895,11.48%,CPVL,2.02961313278854,0.1102637506909251,51518
adipose tissue,aggregated,448895,35.99%,TMSB10,2.555134461935596,0.2005057117600294,161542
adipose tissue,aggregated,448895,3.02%,FCGR2A,1.8523589646650929,0.07982585435454914,13556
adipose tissue,aggregated,448895,11.44%,ARPC5,1.856356492612132,0.08051230558185685,51368
adipose tissue,aggregated,448895,11.59%,TBXAS1,2.1195108698264096,0.12570089403035725,52019
adrenal gland,aggregated,139187,4.03%,TYROBP,2.9532972117696827,0.268877793684873,5614
adrenal gland,aggregated,139187,3.29%,FCER1G,2.7269078722677595,0.23000245822522328,4575
adrenal gland,aggregated,139187,5.31%,CTSS,2.229863701532684,0.1446505643679362,7389
adrenal gland,aggregated,139187,2.91%,AIF1,2.5890658226238905,0.2063323687583755,4056
adrenal gland,aggregated,139187,0.70%,FCN1,2.7625254208279637,0.23611866560307349,970
adrenal gland,aggregated,139187,1.76%,LST1,2.340768851485907,0.16369507820467397,2448
adrenal gland,aggregated,139187,31.06%,PSAP,2.5686941512434935,0.20283416711809926,43225
adrenal gland,aggregated,139187,2.32%,LYZ,3.004879184404025,0.2777353949051526,3230
adrenal gland,aggregated,139187,9.82%,COTL1,2.372862604448548,0.16920618316803823,13673
adrenal gland,aggregated,139187,1.52%,CD68,2.4616783644451683,0.18445753056614755,2111
adrenal gland,aggregated,139187,2.93%,SERPINA1,2.5734773567644535,0.2036555340588257,4082
adrenal gland,aggregated,139187,1.56%,S100A9,2.9506346083323747,0.2684205742678762,2173
adrenal gland,aggregated,139187,1.12%,SPI1,2.2221659316331035,0.14332871154661622,1558
adrenal gland,aggregated,139187,2.77%,TYMP,2.063300953688977,0.11604858729714684,3851
adrenal gland,aggregated,139187,9.21%,S100A4,2.7208754461151416,0.2289665764525456,12819
adrenal gland,aggregated,139187,42.42%,FTL,2.9831935375273133,0.27401155879676325,59037
adrenal gland,aggregated,139187,1.88%,C1orf162,2.1498900576034123,0.1309175756922278,2623
adrenal gland,aggregated,139187,14.78%,SAT1,2.622062481775769,0.21199851980771015,20577
adrenal gland,aggregated,139187,12.47%,NPC2,2.4588312085854223,0.18396862000438235,17355
adrenal gland,aggregated,139187,14.59%,CST3,2.6482769112180593,0.21650003361880413,20311
adrenal gland,aggregated,139187,6.85%,ITGB2,2.1413045883378787,0.1294432880843818,9533
adrenal gland,aggregated,139187,7.61%,HLA-DPA1,2.491799050464886,0.18962982258249206,10594
adrenal gland,aggregated,139187,30.91%,OAZ1,2.4733231663025035,0.1864571634974553,43021
adrenal gland,aggregated,139187,16.38%,SH3BGRL3,2.6161334515768235,0.21098039307770816,22799
adrenal gland,aggregated,139187,6.69%,HLA-DRA,2.8574636407290996,0.2524213552735264,9306
adrenal gland,aggregated,139187,1.46%,S100A8,3.004404383381521,0.2776538625809405,2032
adrenal gland,aggregated,139187,1.10%,CFD,2.4287313223662754,0.1787998997075652,1533
adrenal gland,aggregated,139187,9.09%,EMP3,2.164091358594738,0.13335620792294972,12656
adrenal gland,aggregated,139187,3.03%,STXBP2,2.054856311419607,0.11459848235059432,4223
adrenal gland,aggregated,139187,0.55%,CFP,2.1356665135054884,0.1284751238990098,763
adrenal gland,aggregated,139187,1.43%,CYBB,2.309557527693857,0.15833550303551994,1986
adrenal gland,aggregated,139187,0.46%,LILRB2,2.1735822569649175,0.13498597484910413,636
adrenal gland,aggregated,139187,4.62%,TNFRSF1B,1.919239162953378,0.09131045053644175,6424
adrenal gland,aggregated,139187,2.11%,FGL2,2.0722860600438073,0.11759150015891474,2939
adrenal gland,aggregated,139187,1.70%,MS4A7,2.570624760909139,0.20316568934683463,2369
adrenal gland,aggregated,139187,5.88%,HLA-DRB5,2.3581817817198387,0.1666852079769896,8181
adrenal gland,aggregated,139187,27.48%,FTH1,3.2915352806242484,0.32695967342742,38254
adrenal gland,aggregated,139187,8.58%,HLA-DRB1,2.657317050043944,0.2180523965976938,11947
adrenal gland,aggregated,139187,2.90%,FCGR3A,2.478186313413652,0.1872922579226233,4036
adrenal gland,aggregated,139187,3.87%,CARD16,1.8712597456692366,0.08307147627120844,5383
adrenal gland,aggregated,139187,7.10%,HLA-DPB1,2.432114672950405,0.17938088505442393,9880
adrenal gland,aggregated,139187,5.41%,RHOG,1.9801297811088603,0.10176652241839405,7528
adrenal gland,aggregated,139187,11.03%,SRGN,3.089722856805447,0.29230465966598684,15348
adrenal gland,aggregated,139187,9.66%,LAPTM5,2.3732821509951636,0.16927822725269565,13440
adrenal gland,aggregated,139187,4.72%,ARRB2,1.8906916615876885,0.08640830410778202,6563
adrenal gland,aggregated,139187,21.32%,ARPC3,2.2961771967373354,0.15603784690188607,29669
adrenal gland,aggregated,139187,1.78%,MS4A6A,2.5824727097602738,0.20520020646283482,2482
adrenal gland,aggregated,139187,8.41%,ASAH1,2.2774573930387048,0.15282330221473717,11704
adrenal gland,aggregated,139187,1.04%,HCK,2.2472502674961286,0.14763616689589665,1453
adrenal gland,aggregated,139187,1.76%,C5AR1,2.496264748086735,0.19039666740607203,2450
adrenal gland,aggregated,139187,2.68%,VSIR,1.8217674134917714,0.07457270587719422,3737
adrenal gland,aggregated,139187,4.99%,TNFSF13B,2.207984326621904,0.14089346148855442,6944
adrenal gland,aggregated,139187,0.67%,CLEC7A,2.013214833249328,0.10744785221727246,930
adrenal gland,aggregated,139187,0.84%,MNDA,2.1813877502129473,0.13632632580870668,1174
adrenal gland,aggregated,139187,12.05%,CD74,3.080836205290611,0.2907786533641339,16775
adrenal gland,aggregated,139187,0.88%,CSTA,2.225310507015306,0.14386869467095517,1225
adrenal gland,aggregated,139187,15.53%,CYBA,2.4166137712256512,0.1767190867745109,21613
adrenal gland,aggregated,139187,1.71%,PILRA,2.1458477187236955,0.13022342957944566,2376
adrenal gland,aggregated,139187,21.61%,DUSP1,2.6865552494681557,0.2230731489588831,30084
adrenal gland,aggregated,139187,6.50%,MAFB,2.3612167645027626,0.16720637197729107,9050
adrenal gland,aggregated,139187,9.05%,ARPC1B,2.127809206543744,0.1271258755438563,12596
adrenal gland,aggregated,139187,0.64%,NCF2,2.0914340891554435,0.12087957925638335,891
adrenal gland,aggregated,139187,1.05%,SLC11A1,2.1816721001556103,0.13637515407700446,1466
adrenal gland,aggregated,139187,13.66%,S100A11,2.415533327525903,0.17653355413695218,19013
adrenal gland,aggregated,139187,2.25%,PLAUR,2.5186429142268163,0.19423942218234122,3138
adrenal gland,aggregated,139187,3.46%,AP1S2,2.0909257991015786,0.12079229623149235,4814
adrenal gland,aggregated,139187,0.21%,LILRA5,2.078657464948969,0.11868559100074658,297
adrenal gland,aggregated,139187,29.83%,RHOA,2.3806774898227103,0.17054814693350379,41514
adrenal gland,aggregated,139187,16.28%,CTSB,2.4985689838716794,0.19079234831275663,22662
adrenal gland,aggregated,139187,4.11%,TKT,1.9581984153852874,0.09800049173219684,5723
adrenal gland,aggregated,139187,30.91%,ACTB,3.2210420153173884,0.31485464523802065,43023
adrenal gland,aggregated,139187,6.90%,GRN,2.3275983374544507,0.16143345160920197,9605
adrenal gland,aggregated,139187,12.20%,TIMP1,2.4781590474087163,0.18728757583339223,16980
adrenal gland,aggregated,139187,1.44%,SLC7A7,2.1661800884404583,0.13371488238004037,2007
adrenal gland,aggregated,139187,25.28%,PFDN5,2.461109344805047,0.18435981912160027,35188
adrenal gland,aggregated,139187,0.19%,APOBEC3A,2.239104424523057,0.1462373714452076,267
adrenal gland,aggregated,139187,0.81%,FPR1,2.2229187065589144,0.1434579772524613,1133
adrenal gland,aggregated,139187,1.90%,WARS1,2.0330578054004165,0.11085526619085978,2641
adrenal gland,aggregated,139187,4.05%,HLA-DQB1,2.2493153156022867,0.14799077474997596,5641
adrenal gland,aggregated,139187,10.80%,LAMTOR4,2.085237440763219,0.11981549741620827,15035
adrenal gland,aggregated,139187,1.24%,CSF1R,2.345563354139587,0.16451838507695893,1731
adrenal gland,aggregated,139187,1.07%,IGSF6,2.2457110386369368,0.147371852161016,1487
adrenal gland,aggregated,139187,0.43%,LRRC25,2.061536842892055,0.11574565607622798,601
