# Created At: Wed Oct 15 2025 13:28:25 GMT+0800 (中国标准时间)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?cellTypes=CD14-positive%2C+CD16-positive+monocyte&genes=TYROBP%2CFCER1G%2CCTSS%2CAIF1%2CFCN1%2CLST1%2CPSAP%2CLYZ%2CCOTL1%2CCD68%2CSERPINA1%2CS100A9%2CSPI1%2CTYMP%2CS100A4%2CFTL%2CC1orf162%2CSAT1%2CNPC2%2CCST3%2CITGB2%2CHLA-DPA1%2COAZ1%2CSH3BGRL3%2CHLA-DRA%2CS100A8%2CCFD%2CEMP3%2CSTXBP2%2CCFP%2CCYBB%2CLILRB2%2CTNFRSF1B%2CFGL2%2CMS4A7%2CHLA-DRB5%2CFTH1%2CHLA-DRB1%2CFCGR3A%2CCARD16%2CHLA-DPB1%2CRHOG%2CSRGN%2CLAPTM5%2CARRB2%2CARPC3%2CMS4A6A%2CASAH1%2CHCK%2CC5AR1%2CVSIR%2CTNFSF13B%2CCLEC7A%2CMNDA%2CCD74%2CCSTA%2CCYBA%2CPILRA%2CDUSP1%2CMAFB%2CARPC1B%2CNCF2%2CSLC11A1%2CS100A11%2CPLAUR%2CAP1S2%2CLILRA5%2CRHOA%2CCTSB%2CTKT%2CACTB%2CGRN%2CTIMP1%2CSLC7A7%2CPFDN5%2CAPOBEC3A%2CFPR1%2CWARS1%2CHLA-DQB1%2CLAMTOR4%2CCSF1R%2CIGSF6%2CLRRC25%2CIFI30%2CCD14%2CLCP1%2CLSP1%2CHMOX1%2CZYX%2CNAMPT%2CMPEG1%2CVASP%2CIFITM2%2CPTPN6%2CLTA4H%2CCPVL%2CTMSB10%2CFCGR2A%2CARPC5%2CTBXAS1&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: No selection
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.01%,PLAUR,1.7372609991776315,0.06006135471471414,1520
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.16%,AP1S2,1.7221792828283569,0.05747153849953694,17047
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.00%,LILRA5,1.7557048423617494,0.06322851175720229,408
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,1.12%,RHOA,1.9346049570175727,0.09394904827325962,121096
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.10%,CTSB,1.7269152579048035,0.058284795078801965,10326
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.22%,TKT,1.7185464590756654,0.05684771388675978,23855
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,2.58%,ACTB,3.5172924590081354,0.36572645485540783,277921
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.07%,GRN,1.7020783840377585,0.05401983363903337,7932
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.22%,TIMP1,1.7737448885204299,0.06632632920597978,23446
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.00%,SLC7A7,1.7097745420321213,0.05534140966571187,538
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,2.09%,PFDN5,2.4899860880850895,0.1893185026199648,224987
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.00%,APOBEC3A,1.7105831060194432,0.05548025540958341,532
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.00%,FPR1,1.7295125818137107,0.058730804764939505,413
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.05%,WARS1,1.7086680098517806,0.05515139714214391,4942
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.14%,HLA-DQB1,1.777964281361716,0.06705087883584276,15385
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.79%,LAMTOR4,1.8371730785022171,0.07721815021029622,85246
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.00%,CSF1R,1.7396875,0.06047803084297278,375
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.01%,IGSF6,1.7448066955364525,0.06135709363012067,907
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.00%,LRRC25,1.7367913999326146,0.059980715634173516,371
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.04%,IFI30,1.7335552536877996,0.05942500805915938,4381
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.01%,CD14,1.7699238471157441,0.06567018405913153,1337
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,1.08%,LCP1,1.9919146248168262,0.10379020318664342,116010
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,1.25%,LSP1,1.9831749317426401,0.10228943243117913,134784
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.01%,HMOX1,1.7983628446832667,0.07055369833151717,812
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.26%,ZYX,1.761112006491197,0.06415702420341608,28115
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.22%,NAMPT,1.8319040428737576,0.07631335704266798,23645
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.01%,MPEG1,1.7317812312476921,0.05912037482146428,677
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.35%,VASP,1.7528081285070733,0.06273109114950538,37959
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,1.53%,IFITM2,2.267232166711194,0.15106743727645264,164692
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.33%,PTPN6,1.7652423369673367,0.06486628013910817,35177
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.11%,LTA4H,1.7047955634820484,0.05448642478962922,12283
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.01%,CPVL,1.7227690229967383,0.05757280805105513,709
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,2.28%,TMSB10,3.881715214138769,0.42830474094432863,245962
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.01%,FCGR2A,1.7289317737926135,0.05863106903220808,814
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.69%,ARPC5,1.8279785149691752,0.07563926958571172,74453
blood,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",286009,0.02%,TBXAS1,1.7981537045203244,0.07051778500622387,2374
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.38%,TYROBP,2.258862129150205,0.14963014337070069,40751
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.08%,FCER1G,1.8954387603942753,0.0872234708420999,8839
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.42%,CTSS,1.781519408446662,0.06766136145986129,45296
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.07%,AIF1,1.7878899847186176,0.0687553100096845,7321
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.03%,FCN1,1.799041863706348,0.07067029875256106,3694
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.08%,LST1,1.7997503309419358,0.07079195598918818,8947
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.41%,PSAP,1.7885005701254275,0.06886015908327041,43850
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.15%,LYZ,1.8679230254877282,0.08249849824725858,15890
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.51%,COTL1,1.9290351243041326,0.09299260255163022,55147
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,CD68,1.7925813094429348,0.06956089927819523,1610
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.02%,SERPINA1,1.770004626112917,0.06568405534220562,1769
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.20%,S100A9,1.9865166020181988,0.10286326047998962,21430
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,SPI1,1.7663345839509224,0.0650538396239545,1518
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.10%,TYMP,1.7469282330338411,0.061721401782097535,10963
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.87%,S100A4,3.1001201214953733,0.2940900668480252,201983
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.95%,FTL,2.9514341400977426,0.26855786900824563,210553
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.19%,C1orf162,1.8097985738664066,0.07251742952662715,20510
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.72%,SAT1,1.9551300347981577,0.09747359269664606,77734
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.19%,NPC2,1.753172391522748,0.06279364200530561,20903
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.11%,CST3,1.801329456495148,0.07106312174173242,12263
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.29%,ITGB2,2.0814425699747376,0.11916384625960871,138943
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.70%,HLA-DPA1,1.910952124424938,0.08988740913586638,75644
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.69%,OAZ1,2.285165046024231,0.15414685214901472,182078
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.91%,SH3BGRL3,2.8140285787797583,0.24496273285028738,205992
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.25%,HLA-DRA,1.9292414750710412,0.09302803688481737,27097
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.15%,S100A8,2.0726914035941655,0.11766110532023218,16179
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.02%,CFD,1.730295304257034,0.05886521302648986,2559
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.37%,EMP3,2.1489119835857986,0.13074962186709296,147677
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.18%,STXBP2,1.731818647274524,0.059126799861609104,19226
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,CFP,1.7255023967551621,0.058042180071968805,1017
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,CYBB,1.8086657427269497,0.07232290097390282,1231
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,LILRB2,1.7482518647846423,0.06194869441191239,608
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.26%,TNFRSF1B,1.7625380959906087,0.06440191076833601,27685
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.03%,FGL2,1.7153295343572443,0.05629530701171787,3520
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,MS4A7,1.7736437934975438,0.0663089692766799,687
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.10%,HLA-DRB5,1.8503287073417154,0.07947722073651149,11135
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.92%,FTH1,2.7122137030165336,0.22747919118359022,206429
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.37%,HLA-DRB1,1.937764180422313,0.09449154674037585,39923
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.40%,FCGR3A,1.9473991518230862,0.09614605373338737,43004
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.10%,CARD16,1.7652669973143653,0.06487051478754788,11124
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.91%,HLA-DPB1,1.9631202575625393,0.09884566521139458,98578
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.40%,RHOG,1.7766539259959597,0.06682586601268067,42572
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.44%,SRGN,2.139578638444601,0.12914690981305796,154867
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.26%,LAPTM5,2.0207453714260493,0.10874098818584689,135949
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.41%,ARRB2,1.7793340429602724,0.06728609283381978,43773
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.29%,ARPC3,2.0460608007234935,0.11308812665273936,139324
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,MS4A6A,1.7487918023319267,0.06204141191055486,859
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.14%,ASAH1,1.7227514093013891,0.057569783446111765,14901
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,HCK,1.745287688960874,0.0614396893069728,615
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.00%,C5AR1,1.7405161317252733,0.06062032259736094,503
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.35%,VSIR,1.765969984286361,0.06499123095916719,37547
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.02%,TNFSF13B,1.7482800860737646,0.0619535405415232,1720
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,CLEC7A,1.7351056386433432,0.05969123850698415,753
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.02%,MNDA,1.7600391659892822,0.06397279717886452,2076
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.33%,CD74,2.3186645021190886,0.15989934295210895,142986
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,CSTA,1.7471458990842301,0.061758779163672416,906
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.72%,CYBA,2.471484115271719,0.18614136361965872,184989
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.02%,PILRA,1.7400178438486653,0.06053475713566018,1742
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.98%,DUSP1,2.2723723136079004,0.1519500978087947,105718
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,MAFB,1.7571336815394267,0.06347387049393567,772
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.11%,ARPC1B,2.0115710381080287,0.10716558147216787,119135
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,NCF2,1.756850325440059,0.06342521288734652,806
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,SLC11A1,1.7145968703253553,0.05616949472708659,1337
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.63%,S100A11,1.9246969583376001,0.0922476573276209,68359
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,PLAUR,1.7481910882994185,0.061938257938815494,1290
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.13%,AP1S2,1.729397467107547,0.05871103739060862,14403
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.00%,LILRA5,1.7584223697060033,0.06369516264880817,380
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.97%,RHOA,1.939122525809299,0.09472480035870139,104226
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.08%,CTSB,1.7406518436853597,0.0606436269101252,8702
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.19%,TKT,1.7225908394228386,0.05754221055815202,20185
blood,"effector memory CD8-positive, alpha-beta T cell",239746,2.18%,ACTB,3.5955411382287115,0.37916323443463607,234575
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.07%,GRN,1.7099693217804364,0.055374857035950915,7105
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.18%,TIMP1,1.7833970285821785,0.06798378438310756,19269
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.00%,SLC7A7,1.7248863704355852,0.057936396690656713,457
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.82%,PFDN5,2.480591663316353,0.18770530203755853,196499
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.00%,APOBEC3A,1.7189235885524947,0.0569124741575204,481
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.00%,FPR1,1.7400730921569483,0.060544244316120197,358
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.04%,WARS1,1.718749164106444,0.05688252217803452,4089
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.13%,HLA-DQB1,1.7816916980187767,0.06769094684107624,14486
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.71%,LAMTOR4,1.8469682713168103,0.07890017025327631,76055
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.00%,CSF1R,1.7533732614699442,0.06282813517798856,314
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,IGSF6,1.7561958765171817,0.06331283161765408,793
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.00%,LRRC25,1.7468017578125,0.06169968359224023,330
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.04%,IFI30,1.736967003076809,0.06001087001844509,4215
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,CD14,1.775776953125,0.06667527316841258,1250
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.90%,LCP1,1.9969054367381123,0.10464722007658564,96717
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.12%,LSP1,1.9978631172007795,0.10481167194225763,120605
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,HMOX1,1.805620026525199,0.07179989384239015,754
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.22%,ZYX,1.7667303183745129,0.06512179471629172,23353
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.17%,NAMPT,1.8425854522541758,0.07814755724732063,18499
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,MPEG1,1.7320693617213283,0.0591698522785009,606
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.32%,VASP,1.7603533147860593,0.06402674247454772,34776
blood,"effector memory CD8-positive, alpha-beta T cell",239746,1.37%,IFITM2,2.2824116555535165,0.15367404287965633,147123
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.28%,PTPN6,1.7742678682183195,0.06641613472084534,30634
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.09%,LTA4H,1.713353791305323,0.05595603452612072,10032
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,CPVL,1.7355985201322115,0.05977587558955951,585
blood,"effector memory CD8-positive, alpha-beta T cell",239746,2.00%,TMSB10,3.907034115623073,0.4326524756514382,215649
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.01%,FCGR2A,1.7340170866523692,0.05950431352232062,765
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.61%,ARPC5,1.838394400455904,0.07742787431107885,66242
blood,"effector memory CD8-positive, alpha-beta T cell",239746,0.02%,TBXAS1,1.811221206397341,0.07276172246461425,1824
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.02%,TYROBP,2.01951895691717,0.10853038959692855,1986
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.01%,FCER1G,1.8594165270841574,0.08103777143144057,1264
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.06%,CTSS,1.7204139495228687,0.05716839735075348,5947
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.02%,AIF1,1.7409608567138077,0.060696690297159,2466
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,FCN1,1.658869635631887,0.0466000735356404,363
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.01%,LST1,1.6745735889149023,0.04929673961215721,1535
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.05%,PSAP,1.71499210657823,0.05623736427408083,5503
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.02%,LYZ,1.7776698090622245,0.06700031236724714,2268
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.15%,COTL1,1.8825062666606083,0.08500271683781582,16506
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,CD68,1.7086730208133627,0.05515225761911208,163
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,SERPINA1,1.7121768951416017,0.0557539391745176,160
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.02%,S100A9,1.762718107479821,0.06443282214890331,2292
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,SPI1,1.6489994594029018,0.04490517742086817,210
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.01%,TYMP,1.671238871900924,0.04872410556999504,1326
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.24%,S100A4,2.7175363215405723,0.22839318554878865,25510
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.28%,FTL,2.8171371934295517,0.24549654083608466,29724
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.04%,C1orf162,1.747836341034023,0.06187734111748466,3843
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.10%,SAT1,1.8798908485482513,0.08455360003439735,10694
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.02%,NPC2,1.6783405831837468,0.04994360384259358,2298
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.01%,CST3,1.7189440727233887,0.05691599167745692,768
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.12%,ITGB2,1.8961414017686424,0.08734412766806374,13075
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.03%,HLA-DPA1,1.7870487034574467,0.0686108460905093,3525
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.21%,OAZ1,2.033576816434645,0.11094439021104235,22699
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.25%,SH3BGRL3,2.450055107970377,0.18246159738490683,27276
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.01%,HLA-DRA,1.799322543327769,0.07071849675721727,1273
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.02%,S100A8,1.8100428969933984,0.0725593844329105,1742
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,CFD,1.6477335992260513,0.04468780526399743,321
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.16%,EMP3,1.9975340245577882,0.10475516050527152,17469
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.02%,STXBP2,1.6585915055345877,0.04655231333254194,2219
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,CFP,1.596288878342201,0.035853772767645085,232
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,CYBB,1.7639828243771114,0.06464999798302967,148
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,LILRB2,1.7109082350090368,0.05553608621224362,67
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.03%,TNFRSF1B,1.706157159203478,0.054720236551912105,3407
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,FGL2,1.6547108751662234,0.04588593563252756,235
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,MS4A7,1.7365472966974431,0.059938798487478566,77
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,HLA-DRB5,1.7348500701772187,0.059647352563081686,462
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.33%,FTH1,2.6731099656357387,0.2207643391868091,35502
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.02%,HLA-DRB1,1.8278912249859516,0.07562428024307064,2002
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.01%,FCGR3A,1.842582024659027,0.07814696866434441,889
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.01%,CARD16,1.7171216073745674,0.05660303987524359,1445
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.04%,HLA-DPB1,1.7729809199778668,0.06619514134422753,4744
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.05%,RHOG,1.7033767545691576,0.054242788439246646,4938
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.15%,SRGN,1.916430416873719,0.09082813566106841,16099
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.22%,LAPTM5,1.9517644250619324,0.0968956537892316,24220
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.06%,ARRB2,1.714185158736926,0.05609879605307644,6597
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.16%,ARPC3,1.9206446675841327,0.09155180228971287,17621
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,MS4A6A,1.6862419976128473,0.05130042628490823,135
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.02%,ASAH1,1.672475051384682,0.04893638098996474,2311
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,HCK,1.6574486801304769,0.04635606857537112,97
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,C5AR1,1.677308113344254,0.049766309225053026,93
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.06%,VSIR,1.7203580891369512,0.057158805064976115,6422
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.02%,TNFSF13B,1.767978766025641,0.06533617681285242,1638
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,CLEC7A,1.674432037073538,0.049272432481220416,109
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,MNDA,1.749966296520862,0.06224309479761449,182
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.14%,CD74,2.0811713447980495,0.11911727176209902,15177
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,CSTA,1.6686539985764195,0.048280233884906466,71
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.22%,CYBA,2.1435337626643673,0.129826079517631,23195
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,PILRA,1.6713194204288229,0.04873793727713171,497
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.21%,DUSP1,2.4237255092755023,0.1779403068328289,22802
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,MAFB,1.6940290832519531,0.05263761630957672,100
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.15%,ARPC1B,1.9002145285531808,0.0880435606469619,16049
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,NCF2,1.6637502817007213,0.04743817286312282,156
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,SLC11A1,1.6698143831483878,0.04847949388361805,157
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.07%,S100A11,1.8428569996792816,0.07819418708098426,7795
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,PLAUR,1.6771448186013551,0.04973826842629917,226
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.02%,AP1S2,1.6832297686572488,0.05078316954752035,2628
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,LILRA5,1.7188232966831751,0.056895252144892716,28
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.15%,RHOA,1.90661942078976,0.0891434018975602,16543
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.01%,CTSB,1.6536091719523516,0.04569675233392141,1616
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.03%,TKT,1.6973339547250208,0.05320512530734665,3623
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.40%,ACTB,3.0889938813848965,0.29217948078575295,42718
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.01%,GRN,1.6335506415690506,0.04225232293104409,811
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.04%,TIMP1,1.7293749906054594,0.05870717774968854,4158
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,SLC7A7,1.6245141676914545,0.04070058929315817,81
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.26%,PFDN5,2.5603968175794263,0.20140935784783537,27919
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,APOBEC3A,1.6319210576076133,0.0419724925145593,51
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.00%,FPR1,1.6607736760919745,0.04692703332878921,55
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.01%,WARS1,1.6610487452093161,0.04697426790368029,848
blood,"central memory CD8-positive, alpha-beta T cell",45628,0.01%,HLA-DQB1,1.7163179267957374,0.056465032705059856,824
